Region,State,AirportID,City,Airport_Name,S/L,Hub,Year,Boardings,PCT_Rise
EA,VA,RIC,Highland Springs,Richmond International,P,S,2008,1733668,-0.04
EA,VA,RIC,Highland Springs,Richmond International,P,S,2007,1805992,0.1
EA,VA,RIC,Highland Springs,Richmond International,P,S,2006,1644419,0.13
NM,WY,RIW,Riverton,Riverton Regional,CS,None,2015,3537,-0.54
NM,WY,RIW,Riverton,Riverton Regional,CS,None,2014,7660,-0.43
NM,WY,RIW,Riverton,Riverton Regional,CS,None,2013,13436,0.02
NM,WY,RIW,Riverton,Riverton Regional,CS,None,2012,13189,-0.08
NM,WY,RIW,Riverton,Riverton Regional,CS,None,2011,14299,0
NM,WY,RIW,Riverton,Riverton Regional,CS,None,2010,14361,0.01
NM,WY,RIW,Riverton,Riverton Regional,CS,None,2009,14186,-0.17
NM,WY,RIW,Riverton,Riverton Regional,CS,None,2008,17035,0.08
NM,WY,RIW,Riverton,Riverton Regional,CS,None,2007,15721,0.11
NM,WY,RIW,Riverton,Riverton Regional,CS,None,2006,14184,0.16
NE,ME,RKD,Rockland,Knox County Regional,P,N,2015,15730,0.1
NE,ME,RKD,Rockland,Knox County Regional,P,N,2014,14300,-0.09
NE,ME,RKD,Rockland,Knox County Regional,P,N,2013,15724,0
NE,ME,RKD,Rockland,Knox County Regional,P,N,2012,15720,-0.06
NE,ME,RKD,Rockland,Knox County Regional,P,N,2011,16680,-0.06
NE,ME,RKD,Rockland,Knox County Regional,P,N,2010,17657,0.22
NE,ME,RKD,Rockland,Knox County Regional,P,N,2009,14461,0.04
NE,ME,RKD,Rockland,Knox County Regional,P,N,2008,13866,-0.08
NE,ME,RKD,Rockland,Knox County Regional,P,N,2007,15064,0.08
NE,ME,RKD,Rockland,Knox County Regional,P,N,2006,13936,0.05
NM,WY,RKS,Rock Springs,Rock Springs-Sweetwater County,P,N,2015,17657,-0.13
NM,WY,RKS,Rock Springs,Rock Springs-Sweetwater County,P,N,2014,20243,-0.17
NM,WY,RKS,Rock Springs,Rock Springs-Sweetwater County,P,N,2013,24279,-0.14
NM,WY,RKS,Rock Springs,Rock Springs-Sweetwater County,P,N,2012,28270,0.08
NM,WY,RKS,Rock Springs,Rock Springs-Sweetwater County,P,N,2011,26219,0.25
NM,WY,RKS,Rock Springs,Rock Springs-Sweetwater County,P,N,2010,20993,0.08
NM,WY,RKS,Rock Springs,Rock Springs-Sweetwater County,P,N,2009,19458,-0.24
NM,WY,RKS,Rock Springs,Rock Springs-Sweetwater County,P,N,2008,25541,0.12
NM,WY,RKS,Rock Springs,Rock Springs-Sweetwater County,P,N,2007,22730,0.23
NM,WY,RKS,Rock Springs,Rock Springs-Sweetwater County,P,N,2006,18435,0.26
WP,NV,RNO,Reno,Reno/Tahoe International,P,S,2015,1669876,0.04
WP,NV,RNO,Reno,Reno/Tahoe International,P,S,2014,1611572,-0.04
WP,NV,RNO,Reno,Reno/Tahoe International,P,S,2013,1671926,-0.01
WP,NV,RNO,Reno,Reno/Tahoe International,P,S,2012,1685333,-0.07
WP,NV,RNO,Reno,Reno/Tahoe International,P,S,2011,1821051,-0.02
WP,NV,RNO,Reno,Reno/Tahoe International,P,S,2010,1857488,0.02
WP,NV,RNO,Reno,Reno/Tahoe International,P,S,2009,1828818,-0.15
WP,NV,RNO,Reno,Reno/Tahoe International,P,S,2008,2150816,-0.12
WP,NV,RNO,Reno,Reno/Tahoe International,P,S,2007,2450451,0
WP,NV,RNO,Reno,Reno/Tahoe International,P,S,2006,2441502,-0.03
EA,VA,ROA,Roanoke,Roanoke-Blacksburg Regional/Woodrum Field,P,N,2015,300181,-0.02
EA,VA,ROA,Roanoke,Roanoke-Blacksburg Regional/Woodrum Field,P,N,2014,305496,-0.02
EA,VA,ROA,Roanoke,Roanoke-Blacksburg Regional/Woodrum Field,P,N,2013,310295,-0.02
EA,VA,ROA,Roanoke,Roanoke-Blacksburg Regional/Woodrum Field,P,N,2012,315877,-0.02
EA,VA,ROA,Roanoke,Roanoke-Blacksburg Regional/Woodrum Field,P,N,2011,320961,0.01
EA,VA,ROA,Roanoke,Roanoke-Blacksburg Regional/Woodrum Field,P,N,2010,316478,0.06
EA,VA,ROA,Roanoke,Roanoke-Blacksburg Regional/Woodrum Field,P,N,2009,297588,-0.06
EA,VA,ROA,Roanoke,Roanoke-Blacksburg Regional/Woodrum Field,P,N,2008,315293,-0.1
EA,VA,ROA,Roanoke,Roanoke-Blacksburg Regional/Woodrum Field,P,N,2007,348634,0.07
EA,VA,ROA,Roanoke,Roanoke-Blacksburg Regional/Woodrum Field,P,N,2006,326214,0
EA,NY,ROC,Rochester,Greater Rochester International,P,S,2015,1177994,0
EA,NY,ROC,Rochester,Greater Rochester International,P,S,2014,1173933,-0.03
EA,NY,ROC,Rochester,Greater Rochester International,P,S,2013,1209245,0.01
EA,NY,ROC,Rochester,Greater Rochester International,P,S,2012,1202903,0.01
EA,NY,ROC,Rochester,Greater Rochester International,P,S,2011,1190967,-0.06
EA,NY,ROC,Rochester,Greater Rochester International,P,S,2010,1263965,-0.01
EA,NY,ROC,Rochester,Greater Rochester International,P,S,2009,1273783,-0.06
EA,NY,ROC,Rochester,Greater Rochester International,P,S,2008,1349694,-0.06
EA,NY,ROC,Rochester,Greater Rochester International,P,S,2007,1431412,0.01
EA,NY,ROC,Rochester,Greater Rochester International,P,S,2006,1417039,-0.02
SW,NM,ROW,Roswell,Roswell International Air Center,P,N,2015,35411,0
SW,NM,ROW,Roswell,Roswell International Air Center,P,N,2014,35356,0.08
SW,NM,ROW,Roswell,Roswell International Air Center,P,N,2013,32616,-0.06
SW,NM,ROW,Roswell,Roswell International Air Center,P,N,2012,34652,-0.07
SW,NM,ROW,Roswell,Roswell International Air Center,P,N,2011,37262,-0.04
SW,NM,ROW,Roswell,Roswell International Air Center,P,N,2010,38850,0.01
SW,NM,ROW,Roswell,Roswell International Air Center,P,N,2009,38391,0.11
SW,NM,ROW,Roswell,Roswell International Air Center,P,N,2008,34712,1.3
SW,NM,ROW,Roswell,Roswell International Air Center,P,N,2007,15112,0.63
SW,NM,ROW,Roswell,Roswell International Air Center,P,N,2006,9298,-0.03
GL,MN,RST,Rochester,Rochester International,P,N,2015,114657,-0.04
GL,MN,RST,Rochester,Rochester International,P,N,2014,119874,0.09
GL,MN,RST,Rochester,Rochester International,P,N,2013,109870,0.04
GL,MN,RST,Rochester,Rochester International,P,N,2012,105371,-0.04
GL,MN,RST,Rochester,Rochester International,P,N,2011,110295,-0.08
GL,MN,RST,Rochester,Rochester International,P,N,2010,120063,-0.07
GL,MN,RST,Rochester,Rochester International,P,N,2009,128543,-0.15
GL,MN,RST,Rochester,Rochester International,P,N,2008,151250,-0.06
GL,MN,RST,Rochester,Rochester International,P,N,2007,160452,0.07
GL,MN,RST,Rochester,Rochester International,P,N,2006,149600,0.05
SO,FL,RSW,Fort Myers,Southwest Florida International,P,M,2015,4159215,0.05
SO,FL,RSW,Fort Myers,Southwest Florida International,P,M,2014,3948006,0.04
SO,FL,RSW,Fort Myers,Southwest Florida International,P,M,2013,3788870,0.04
SO,FL,RSW,Fort Myers,Southwest Florida International,P,M,2012,3634152,-0.03
SO,FL,RSW,Fort Myers,Southwest Florida International,P,M,2011,3748366,0.01
SO,FL,RSW,Fort Myers,Southwest Florida International,P,M,2010,3714157,0.01
SO,FL,RSW,Fort Myers,Southwest Florida International,P,M,2009,3668279,-0.03
SO,FL,RSW,Fort Myers,Southwest Florida International,P,M,2008,3770681,-0.05
SO,FL,RSW,Fort Myers,Southwest Florida International,P,M,2007,3986928,0.06
SO,FL,RSW,Fort Myers,Southwest Florida International,P,M,2006,3764223,0.02
WP,CA,SAN,San Diego,San Diego International,P,L,2015,9985763,0.07
WP,CA,SAN,San Diego,San Diego International,P,L,2014,9333152,0.05
WP,CA,SAN,San Diego,San Diego International,P,L,2013,8878772,0.02
WP,CA,SAN,San Diego,San Diego International,P,L,2012,8686621,0.03
WP,CA,SAN,San Diego,San Diego International,P,L,2011,8465683,0
WP,CA,SAN,San Diego,San Diego International,P,L,2010,8430509,0
WP,CA,SAN,San Diego,San Diego International,P,L,2009,8453854,-0.06
WP,CA,SAN,San Diego,San Diego International,P,L,2008,9007617,-0.01
WP,CA,SAN,San Diego,San Diego International,P,L,2007,9138116,0.05
WP,CA,SAN,San Diego,San Diego International,P,L,2006,8724442,0.01
SW,TX,SAT,San Antonio,San Antonio International,P,M,2015,4091434,0.01
SW,TX,SAT,San Antonio,San Antonio International,P,M,2014,4046856,0.01
SW,TX,SAT,San Antonio,San Antonio International,P,M,2013,4005874,-0.01
SW,TX,SAT,San Antonio,San Antonio International,P,M,2012,4036625,0.01
SW,TX,SAT,San Antonio,San Antonio International,P,M,2011,3992304,0.02
SW,TX,SAT,San Antonio,San Antonio International,P,M,2010,3916320,0.03
SW,TX,SAT,San Antonio,San Antonio International,P,M,2009,3791928,-0.06
SW,TX,SAT,San Antonio,San Antonio International,P,M,2008,4018866,0.03
SW,TX,SAT,San Antonio,San Antonio International,P,M,2007,3911726,0
SW,TX,SAT,San Antonio,San Antonio International,P,M,2006,3915428,0.09
SO,GA,SAV,Savannah,Savannah/Hilton Head International,P,S,2015,980531,0.05
SO,GA,SAV,Savannah,Savannah/Hilton Head International,P,S,2014,932416,0.17
SO,GA,SAV,Savannah,Savannah/Hilton Head International,P,S,2013,798376,0.01
SO,GA,SAV,Savannah,Savannah/Hilton Head International,P,S,2012,789663,0.01
SO,GA,SAV,Savannah,Savannah/Hilton Head International,P,S,2011,785251,-0.02
SO,GA,SAV,Savannah,Savannah/Hilton Head International,P,S,2010,798194,0
SO,GA,SAV,Savannah,Savannah/Hilton Head International,P,S,2009,799066,-0.17
SO,GA,SAV,Savannah,Savannah/Hilton Head International,P,S,2008,959037,-0.03
SO,GA,SAV,Savannah,Savannah/Hilton Head International,P,S,2007,992625,0.04
SO,GA,SAV,Savannah,Savannah/Hilton Head International,P,S,2006,950904,-0.08
GL,MI,SAW,Gwinn,Sawyer International,P,N,2015,42578,0.02
GL,MI,SAW,Gwinn,Sawyer International,P,N,2014,41681,-0.02
GL,MI,SAW,Gwinn,Sawyer International,P,N,2013,42335,0.11
GL,MI,SAW,Gwinn,Sawyer International,P,N,2012,38302,-0.27
GL,MI,SAW,Gwinn,Sawyer International,P,N,2011,52326,-0.09
GL,MI,SAW,Gwinn,Sawyer International,P,N,2010,57371,0.07
GL,MI,SAW,Gwinn,Sawyer International,P,N,2009,53802,-0.04
GL,MI,SAW,Gwinn,Sawyer International,P,N,2008,56172,-0.17
GL,MI,SAW,Gwinn,Sawyer International,P,N,2007,67999,-0.01
GL,MI,SAW,Gwinn,Sawyer International,P,N,2006,68625,0.09
WP,CA,SBA,Santa Barbara,Santa Barbara Municipal,P,N,2015,316511,-0.06
WP,CA,SBA,Santa Barbara,Santa Barbara Municipal,P,N,2014,335049,-0.08
WP,CA,SBA,Santa Barbara,Santa Barbara Municipal,P,N,2013,364360,-0.02
WP,CA,SBA,Santa Barbara,Santa Barbara Municipal,P,N,2012,370600,0.01
WP,CA,SBA,Santa Barbara,Santa Barbara Municipal,P,N,2011,367328,-0.04
WP,CA,SBA,Santa Barbara,Santa Barbara Municipal,P,N,2010,382894,0.01
WP,CA,SBA,Santa Barbara,Santa Barbara Municipal,P,N,2009,379777,-0.08
WP,CA,SBA,Santa Barbara,Santa Barbara Municipal,P,N,2008,413929,0
WP,CA,SBA,Santa Barbara,Santa Barbara Municipal,P,N,2007,415399,-0.05
WP,CA,SBA,Santa Barbara,Santa Barbara Municipal,P,N,2006,434753,0.01
GL,IN,SBN,South Bend,South Bend International,P,N,2015,315313,0.01
GL,IN,SBN,South Bend,South Bend International,P,N,2014,311158,-0.05
GL,IN,SBN,South Bend,South Bend International,P,N,2013,328992,0.1
GL,IN,SBN,South Bend,South Bend International,P,N,2012,299592,-0.02
GL,IN,SBN,South Bend,South Bend International,P,N,2011,305386,-0.04
GL,IN,SBN,South Bend,South Bend International,P,N,2010,317096,-0.01
GL,IN,SBN,South Bend,South Bend International,P,N,2009,318974,-0.11
GL,IN,SBN,South Bend,South Bend International,P,N,2008,357168,-0.1
GL,IN,SBN,South Bend,South Bend International,P,N,2007,398500,0.05
GL,IN,SBN,South Bend,South Bend International,P,N,2006,378909,0.08
WP,CA,SBP,San Luis Obispo,San Luis County Regional,P,N,2015,144324,-0.05
WP,CA,SBP,San Luis Obispo,San Luis County Regional,P,N,2014,151394,0.11
WP,CA,SBP,San Luis Obispo,San Luis County Regional,P,N,2013,135844,0.07
WP,CA,SBP,San Luis Obispo,San Luis County Regional,P,N,2012,127336,-0.04
WP,CA,SBP,San Luis Obispo,San Luis County Regional,P,N,2011,132692,0.03
WP,CA,SBP,San Luis Obispo,San Luis County Regional,P,N,2010,129220,0.09
WP,CA,SBP,San Luis Obispo,San Luis County Regional,P,N,2009,118282,-0.21
WP,CA,SBP,San Luis Obispo,San Luis County Regional,P,N,2008,150089,-0.17
WP,CA,SBP,San Luis Obispo,San Luis County Regional,P,N,2007,179784,0.03
WP,CA,SBP,San Luis Obispo,San Luis County Regional,P,N,2006,174869,0
EA,MD,SBY,Salisbury,Salisbury-Ocean City Wicomico Regional,P,N,2015,61782,-0.01
EA,MD,SBY,Salisbury,Salisbury-Ocean City Wicomico Regional,P,N,2014,62712,0
EA,MD,SBY,Salisbury,Salisbury-Ocean City Wicomico Regional,P,N,2013,62670,-0.18
EA,MD,SBY,Salisbury,Salisbury-Ocean City Wicomico Regional,P,N,2012,76372,0.05
EA,MD,SBY,Salisbury,Salisbury-Ocean City Wicomico Regional,P,N,2011,72568,0.11
EA,MD,SBY,Salisbury,Salisbury-Ocean City Wicomico Regional,P,N,2010,65489,0.1
EA,MD,SBY,Salisbury,Salisbury-Ocean City Wicomico Regional,P,N,2009,59662,0.01
EA,MD,SBY,Salisbury,Salisbury-Ocean City Wicomico Regional,P,N,2008,58863,-0.03
EA,MD,SBY,Salisbury,Salisbury-Ocean City Wicomico Regional,P,N,2007,60521,-0.03
EA,MD,SBY,Salisbury,Salisbury-Ocean City Wicomico Regional,P,N,2006,62256,-0.04
AL,AK,SCC,Deadhorse,Deadhorse,P,N,2015,77152,0.38
AL,AK,SCC,Deadhorse,Deadhorse,P,N,2014,56001,0.15
AL,AK,SCC,Deadhorse,Deadhorse,P,N,2013,48588,0.11
AL,AK,SCC,Deadhorse,Deadhorse,P,N,2012,43837,0.16
AL,AK,SCC,Deadhorse,Deadhorse,P,N,2011,37711,0.01
AL,AK,SCC,Deadhorse,Deadhorse,P,N,2010,37319,0.19
AL,AK,SCC,Deadhorse,Deadhorse,P,N,2009,31395,-0.69
AL,AK,SCC,Deadhorse,Deadhorse,P,N,2008,99719,0.9
AL,AK,SCC,Deadhorse,Deadhorse,P,N,2007,52517,1.39
AL,AK,SCC,Deadhorse,Deadhorse,P,N,2006,21961,0.6
WP,CA,SCK,Stockton,Stockton Metropolitan,P,N,2015,80163,-0.03
WP,CA,SCK,Stockton,Stockton Metropolitan,P,N,2014,82298,0.15
WP,CA,SCK,Stockton,Stockton Metropolitan,P,N,2013,71757,0.14
WP,CA,SCK,Stockton,Stockton Metropolitan,P,N,2012,63149,0.13
WP,CA,SCK,Stockton,Stockton Metropolitan,P,N,2011,56044,0.11
WP,CA,SCK,Stockton,Stockton Metropolitan,P,N,2010,50632,0.78
WP,CA,SCK,Stockton,Stockton Metropolitan,P,N,2009,28368,-0.23
WP,CA,SCK,Stockton,Stockton Metropolitan,P,N,2008,36935,0.27
WP,CA,SCK,Stockton,Stockton Metropolitan,P,N,2007,28996,1.09
WP,CA,SCK,Stockton,Stockton Metropolitan,P,N,2006,13884,12.05
SO,KY,SDF,Louisville,Louisville International-Standiford Field,P,S,2015,1640297,0
SO,KY,SDF,Louisville,Louisville International-Standiford Field,P,S,2014,1634983,-0.02
SO,KY,SDF,Louisville,Louisville International-Standiford Field,P,S,2013,1668667,0.02
SO,KY,SDF,Louisville,Louisville International-Standiford Field,P,S,2012,1642790,0
SO,KY,SDF,Louisville,Louisville International-Standiford Field,P,S,2011,1650707,0
SO,KY,SDF,Louisville,Louisville International-Standiford Field,P,S,2010,1651037,0.02
SO,KY,SDF,Louisville,Louisville International-Standiford Field,P,S,2009,1622804,-0.12
SO,KY,SDF,Louisville,Louisville International-Standiford Field,P,S,2008,1845317,-0.03
SO,KY,SDF,Louisville,Louisville International-Standiford Field,P,S,2007,1912495,0.04
SO,KY,SDF,Louisville,Louisville International-Standiford Field,P,S,2006,1836260,-0.01
NM,WA,SEA,Seattle,Seattle-Tacoma International,P,L,2015,20148980,0.13
NM,WA,SEA,Seattle,Seattle-Tacoma International,P,L,2014,17888080,0.07
NM,WA,SEA,Seattle,Seattle-Tacoma International,P,L,2013,16690295,0.04
NM,WA,SEA,Seattle,Seattle-Tacoma International,P,L,2012,16121123,0.01
NM,WA,SEA,Seattle,Seattle-Tacoma International,P,L,2011,15971676,0.04
NM,WA,SEA,Seattle,Seattle-Tacoma International,P,L,2010,15406243,0.01
NM,WA,SEA,Seattle,Seattle-Tacoma International,P,L,2009,15273092,-0.04
NM,WA,SEA,Seattle,Seattle-Tacoma International,P,L,2008,15839504,0.03
NM,WA,SEA,Seattle,Seattle-Tacoma International,P,L,2007,15419116,0.05
NM,WA,SEA,Seattle,Seattle-Tacoma International,P,L,2006,14703928,0.02
SO,FL,SFB,Sanford,Orlando Sanford International,P,S,2015,1209382,0.14
SO,FL,SFB,Sanford,Orlando Sanford International,P,S,2014,1064133,0.1
SO,FL,SFB,Sanford,Orlando Sanford International,P,S,2013,971522,0.11
SO,FL,SFB,Sanford,Orlando Sanford International,P,S,2012,873069,0.14
SO,FL,SFB,Sanford,Orlando Sanford International,P,S,2011,768938,0.39
SO,FL,SFB,Sanford,Orlando Sanford International,P,S,2010,553892,-0.34
SO,FL,SFB,Sanford,Orlando Sanford International,P,S,2009,836223,-0.1
SO,FL,SFB,Sanford,Orlando Sanford International,P,S,2008,927188,-0.06
SO,FL,SFB,Sanford,Orlando Sanford International,P,S,2007,985597,0.08
SO,FL,SFB,Sanford,Orlando Sanford International,P,S,2006,915135,0.16
WP,CA,SFO,San Francisco International Airport,San Francisco International,P,L,2015,24190560,0.06
WP,CA,SFO,San Francisco International Airport,San Francisco International,P,L,2014,22770783,0.05
WP,CA,SFO,San Francisco International Airport,San Francisco International,P,L,2013,21704626,0.02
WP,CA,SFO,San Francisco International Airport,San Francisco International,P,L,2012,21284236,0.06
WP,CA,SFO,San Francisco International Airport,San Francisco International,P,L,2011,20056568,0.04
WP,CA,SFO,San Francisco International Airport,San Francisco International,P,L,2010,19359003,0.05
WP,CA,SFO,San Francisco International Airport,San Francisco International,P,L,2009,18467908,0.02
WP,CA,SFO,San Francisco International Airport,San Francisco International,P,L,2008,18135827,0.05
WP,CA,SFO,San Francisco International Airport,San Francisco International,P,L,2007,17280328,0.06
WP,CA,SFO,San Francisco International Airport,San Francisco International,P,L,2006,16236592,0.01
CE,MO,SGF,Springfield,Springfield-Branson National,P,S,2015,447843,0.07
CE,MO,SGF,Springfield,Springfield-Branson National,P,S,2014,420017,0.14
CE,MO,SGF,Springfield,Springfield-Branson National,P,S,2013,368752,0.01
CE,MO,SGF,Springfield,Springfield-Branson National,P,S,2012,364689,0.04
CE,MO,SGF,Springfield,Springfield-Branson National,P,S,2011,349091,-0.08
CE,MO,SGF,Springfield,Springfield-Branson National,P,S,2010,381172,-0.04
CE,MO,SGF,Springfield,Springfield-Branson National,P,S,2009,398025,0.05
CE,MO,SGF,Springfield,Springfield-Branson National,P,S,2008,380419,-0.12
CE,MO,SGF,Springfield,Springfield-Branson National,P,S,2007,433232,0.01
CE,MO,SGF,Springfield,Springfield-Branson National,P,S,2006,428249,-0.01
EA,VA,SHD,Weyers Cave,Shenandoah Valley Regional,CS,None,2015,5536,-0.41
EA,VA,SHD,Weyers Cave,Shenandoah Valley Regional,CS,None,2014,9422,-0.52
EA,VA,SHD,Weyers Cave,Shenandoah Valley Regional,CS,None,2013,19730,0.3
EA,VA,SHD,Weyers Cave,Shenandoah Valley Regional,CS,None,2012,15179,0.26
EA,VA,SHD,Weyers Cave,Shenandoah Valley Regional,CS,None,2011,12033,0.16
EA,VA,SHD,Weyers Cave,Shenandoah Valley Regional,CS,None,2010,10408,0.24
EA,VA,SHD,Weyers Cave,Shenandoah Valley Regional,CS,None,2009,8364,0.08
EA,VA,SHD,Weyers Cave,Shenandoah Valley Regional,CS,None,2008,7746,0.58
EA,VA,SHD,Weyers Cave,Shenandoah Valley Regional,CS,None,2007,4907,-0.09
EA,VA,SHD,Weyers Cave,Shenandoah Valley Regional,CS,None,2006,5375,0.01
SW,LA,SHV,Shreveport,Shreveport Regional,P,N,2015,295257,-0.04
SW,LA,SHV,Shreveport,Shreveport Regional,P,N,2014,307540,0.1
SW,LA,SHV,Shreveport,Shreveport Regional,P,N,2013,279897,0.01
SW,LA,SHV,Shreveport,Shreveport Regional,P,N,2012,276460,0.04
SW,LA,SHV,Shreveport,Shreveport Regional,P,N,2011,265104,0.11
SW,LA,SHV,Shreveport,Shreveport Regional,P,N,2010,237945,-0.02
SW,LA,SHV,Shreveport,Shreveport Regional,P,N,2009,242919,-0.14
SW,LA,SHV,Shreveport,Shreveport Regional,P,N,2008,283624,-0.08
SW,LA,SHV,Shreveport,Shreveport Regional,P,N,2007,307312,0
SW,LA,SHV,Shreveport,Shreveport Regional,P,N,2006,306832,-0.04
SO,PR,SIG,San Juan,Fernando Luis Ribas Dominicci,P,N,2015,26203,0.03
SO,PR,SIG,San Juan,Fernando Luis Ribas Dominicci,P,N,2014,25344,0.93
SO,PR,SIG,San Juan,Fernando Luis Ribas Dominicci,P,N,2013,13123,-0.31
SO,PR,SIG,San Juan,Fernando Luis Ribas Dominicci,P,N,2012,18901,-0.07
SO,PR,SIG,San Juan,Fernando Luis Ribas Dominicci,P,N,2011,20353,-0.47
SO,PR,SIG,San Juan,Fernando Luis Ribas Dominicci,P,N,2010,38363,0.66
SO,PR,SIG,San Juan,Fernando Luis Ribas Dominicci,P,N,2009,23083,0.67
SO,PR,SIG,San Juan,Fernando Luis Ribas Dominicci,P,N,2008,13837,0.31
SO,PR,SIG,San Juan,Fernando Luis Ribas Dominicci,P,N,2007,10548,0.14
SO,PR,SIG,San Juan,Fernando Luis Ribas Dominicci,P,N,2006,9256,-0.28
AL,AK,SIT,Sitka,Sitka Rocky Gutierrez,P,N,2015,81019,0.12
AL,AK,SIT,Sitka,Sitka Rocky Gutierrez,P,N,2014,72027,0.06
AL,AK,SIT,Sitka,Sitka Rocky Gutierrez,P,N,2013,67989,0
AL,AK,SIT,Sitka,Sitka Rocky Gutierrez,P,N,2012,68222,0.05
AL,AK,SIT,Sitka,Sitka Rocky Gutierrez,P,N,2011,65193,0.01
AL,AK,SIT,Sitka,Sitka Rocky Gutierrez,P,N,2010,64536,0.03
AL,AK,SIT,Sitka,Sitka Rocky Gutierrez,P,N,2009,62498,-0.08
AL,AK,SIT,Sitka,Sitka Rocky Gutierrez,P,N,2008,68197,-0.08
AL,AK,SIT,Sitka,Sitka Rocky Gutierrez,P,N,2007,74518,-0.06
AL,AK,SIT,Sitka,Sitka Rocky Gutierrez,P,N,2006,78918,0.07
WP,CA,SJC,San Jose,Norman Y Mineta San Jose International,P,M,2015,4822480,0.04
WP,CA,SJC,San Jose,Norman Y Mineta San Jose International,P,M,2014,4621003,0.07
WP,CA,SJC,San Jose,Norman Y Mineta San Jose International,P,M,2013,4315839,0.06
WP,CA,SJC,San Jose,Norman Y Mineta San Jose International,P,M,2012,4077654,-0.01
WP,CA,SJC,San Jose,Norman Y Mineta San Jose International,P,M,2011,4108006,0.01
WP,CA,SJC,San Jose,Norman Y Mineta San Jose International,P,M,2010,4056167,-0.01
WP,CA,SJC,San Jose,Norman Y Mineta San Jose International,P,M,2009,4103834,-0.14
WP,CA,SJC,San Jose,Norman Y Mineta San Jose International,P,M,2008,4780264,-0.09
WP,CA,SJC,San Jose,Norman Y Mineta San Jose International,P,M,2007,5255257,-0.01
WP,CA,SJC,San Jose,Norman Y Mineta San Jose International,P,M,2006,5283407,-0.01
SW,TX,SJT,San Angelo,San Angelo Regional/Mathis Field,P,N,2015,63842,-0.03
SW,TX,SJT,San Angelo,San Angelo Regional/Mathis Field,P,N,2014,65973,0.06
SW,TX,SJT,San Angelo,San Angelo Regional/Mathis Field,P,N,2013,62296,0.11
SW,TX,SJT,San Angelo,San Angelo Regional/Mathis Field,P,N,2012,56301,0.02
SW,TX,SJT,San Angelo,San Angelo Regional/Mathis Field,P,N,2011,54955,-0.02
SW,TX,SJT,San Angelo,San Angelo Regional/Mathis Field,P,N,2010,56021,-0.07
SW,TX,SJT,San Angelo,San Angelo Regional/Mathis Field,P,N,2009,60353,-0.07
SW,TX,SJT,San Angelo,San Angelo Regional/Mathis Field,P,N,2008,64865,-0.09
SW,TX,SJT,San Angelo,San Angelo Regional/Mathis Field,P,N,2007,71008,0.04
SW,TX,SJT,San Angelo,San Angelo Regional/Mathis Field,P,N,2006,68236,0.04
SO,PR,SJU,San Juan,Luis Munoz Marin International,P,M,2015,4233638,0.01
SO,PR,SJU,San Juan,Luis Munoz Marin International,P,M,2014,4187888,0.02
SO,PR,SJU,San Juan,Luis Munoz Marin International,P,M,2013,4103197,-0.02
SO,PR,SJU,San Juan,Luis Munoz Marin International,P,M,2012,4204478,0.06
SO,PR,SJU,San Juan,Luis Munoz Marin International,P,M,2011,3983130,-0.06
SO,PR,SJU,San Juan,Luis Munoz Marin International,P,M,2010,4243475,0.04
SO,PR,SJU,San Juan,Luis Munoz Marin International,P,M,2009,4094662,-0.12
SO,PR,SJU,San Juan,Luis Munoz Marin International,P,M,2008,4635798,-0.1
SO,PR,SJU,San Juan,Luis Munoz Marin International,P,M,2007,5149177,-0.02
SO,PR,SJU,San Juan,Luis Munoz Marin International,P,M,2006,5226471,-0.02
NM,UT,SLC,Salt Lake City,Salt Lake City International,P,L,2015,10634538,0.05
NM,UT,SLC,Salt Lake City,Salt Lake City International,P,L,2014,10139065,0.05
NM,UT,SLC,Salt Lake City,Salt Lake City International,P,L,2013,9668048,0.01
NM,UT,SLC,Salt Lake City,Salt Lake City International,P,L,2012,9579840,-0.01
NM,UT,SLC,Salt Lake City,Salt Lake City International,P,L,2011,9701756,-0.02
NM,UT,SLC,Salt Lake City,Salt Lake City International,P,L,2010,9910493,0
NM,UT,SLC,Salt Lake City,Salt Lake City International,P,L,2009,9903821,-0.01
NM,UT,SLC,Salt Lake City,Salt Lake City International,P,L,2008,9993198,-0.05
NM,UT,SLC,Salt Lake City,Salt Lake City International,P,L,2007,10560906,0.03
NM,UT,SLC,Salt Lake City,Salt Lake City International,P,L,2006,10289129,-0.03
WP,CA,SMF,Sacramento,Sacramento International,P,M,2015,4714729,0.08
WP,CA,SMF,Sacramento,Sacramento International,P,M,2014,4384616,0.03
WP,CA,SMF,Sacramento,Sacramento International,P,M,2013,4255145,-0.02
WP,CA,SMF,Sacramento,Sacramento International,P,M,2012,4357899,0
WP,CA,SMF,Sacramento,Sacramento International,P,M,2011,4370895,-0.01
WP,CA,SMF,Sacramento,Sacramento International,P,M,2010,4424279,-0.01
WP,CA,SMF,Sacramento,Sacramento International,P,M,2009,4460600,-0.11
WP,CA,SMF,Sacramento,Sacramento International,P,M,2008,4986771,-0.07
WP,CA,SMF,Sacramento,Sacramento International,P,M,2007,5382463,0.04
WP,CA,SMF,Sacramento,Sacramento International,P,M,2006,5182641,0.01
WP,CA,SMX,Santa Maria,Santa Maria Public/Capt G Allan Hancock Field,P,N,2015,43941,-0.05
WP,CA,SMX,Santa Maria,Santa Maria Public/Capt G Allan Hancock Field,P,N,2014,46454,-0.1
